node_label	count0	count1	count2	topo0	topo1	topo2
QS76	810	148	37	((VIvirginiana_trans_A,LOtridens_P004_WE06_SS),(QUpilicaulis_P017_WB03_SP,QUlobata_P010_WE03_A));	((VIvirginiana_trans_A,QUpilicaulis_P017_WB03_SP),(LOtridens_P004_WE06_SS,QUlobata_P010_WE03_A));	((VIvirginiana_trans_A,QUlobata_P010_WE03_A),(QUpilicaulis_P017_WB03_SP,LOtridens_P004_WE06_SS));
QS77	498	339	138	((QUdumosa_P010_WC12_A,LOmexicana_F001_WD02_A),(QUtransmontana_P010_WB11_SP,QUcongesta_P017_WB04_A));	((QUdumosa_P010_WC12_A,QUtransmontana_P010_WB11_SP),(LOmexicana_F001_WD02_A,QUcongesta_P017_WB04_A));	((QUdumosa_P010_WC12_A,QUcongesta_P017_WB04_A),(QUtransmontana_P010_WB11_SP,LOmexicana_F001_WD02_A));
QS78	515	137	332	((QUboyntonii_trans_A,CYkinabaluensis_P002_WF02_A),(QUtoxicodendrifolia_P010_WD05_ANP,QUprinoides_P008_WF02_A));	((QUboyntonii_trans_A,QUtoxicodendrifolia_P010_WD05_ANP),(CYkinabaluensis_P002_WF02_A,QUprinoides_P008_WF02_A));	((QUboyntonii_trans_A,QUprinoides_P008_WF02_A),(QUtoxicodendrifolia_P010_WD05_ANP,CYkinabaluensis_P002_WF02_A));
QS79	415	335	216	((QUprinoides_P008_WF02_A,CYschottkyana_trans_A),(QUpauciloba_P019_WD01_SHP,QUpilicaulis_P017_WB03_SP));	((QUprinoides_P008_WF02_A,QUpauciloba_P019_WD01_SHP),(CYschottkyana_trans_A,QUpilicaulis_P017_WB03_SP));	((QUprinoides_P008_WF02_A,QUpilicaulis_P017_WB03_SP),(QUpauciloba_P019_WD01_SHP,CYschottkyana_trans_A));
QS80	954	35	5	((NNtinkhamii_P003_WG02_A,CYlobbii_P004_WD03_A),(QUpauciloba_P019_WD01_SHP,QUgambelii_P010_WC11_A));	((NNtinkhamii_P003_WG02_A,QUpauciloba_P019_WD01_SHP),(CYlobbii_P004_WD03_A,QUgambelii_P010_WC11_A));	((NNtinkhamii_P003_WG02_A,QUgambelii_P010_WC11_A),(QUpauciloba_P019_WD01_SHP,CYlobbii_P004_WD03_A));
QS81	746	168	72	((QUpauciloba_P019_WD01_SHP,LOgaleanensis_P012_WC12_A),(NNsanchezcolinii_P003_WG03_AHN,NNwelshii_P002_WD02_A));	((QUpauciloba_P019_WD01_SHP,NNsanchezcolinii_P003_WG03_AHN),(LOgaleanensis_P012_WC12_A,NNwelshii_P002_WD02_A));	((QUpauciloba_P019_WD01_SHP,NNwelshii_P002_WD02_A),(NNsanchezcolinii_P003_WG03_AHN,LOgaleanensis_P012_WC12_A));
QS82	479	264	234	((NNwelshii_P002_WD02_A,CYschottkyana_trans_A),(QUhavardii_P010_WE01_A,QUexcelsa_P010_WE07_SP));	((NNwelshii_P002_WD02_A,QUhavardii_P010_WE01_A),(CYschottkyana_trans_A,QUexcelsa_P010_WE07_SP));	((NNwelshii_P002_WD02_A,QUexcelsa_P010_WE07_SP),(QUhavardii_P010_WE01_A,CYschottkyana_trans_A));
QS83	793	193	4	((QUcentralis_P011_WE01_SP,CYchungii_P010_WC03_A),(QUsinuata_P002_WD03_A,QUhavardii_P010_WE01_A));	((QUcentralis_P011_WE01_SP,QUsinuata_P002_WD03_A),(CYchungii_P010_WC03_A,QUhavardii_P010_WE01_A));	((QUcentralis_P011_WE01_SP,QUhavardii_P010_WE01_A),(QUsinuata_P002_WD03_A,CYchungii_P010_WC03_A));
QS84	277	147	99	((QUsinuata_P002_WD03_A,QUcorrugata_P009_WF07_SP),(QUhavardii_P010_WE01_A,QUsimilis_P009_WD03_A));	((QUsinuata_P002_WD03_A,QUhavardii_P010_WE01_A),(QUcorrugata_P009_WF07_SP,QUsimilis_P009_WD03_A));	((QUsinuata_P002_WD03_A,QUsimilis_P009_WD03_A),(QUhavardii_P010_WE01_A,QUcorrugata_P009_WF07_SP));
QS85	308	48	5	((QUhavardii_P010_WE01_A,LOtonduzii_P017_WB02_ANP),(QUoglethorpensis_P008_WF03_A,QUmargarettae_P019_WE01_SNS));	((QUhavardii_P010_WE01_A,QUoglethorpensis_P008_WF03_A),(LOtonduzii_P017_WB02_ANP,QUmargarettae_P019_WE01_SNS));	((QUhavardii_P010_WE01_A,QUmargarettae_P019_WE01_SNS),(QUoglethorpensis_P008_WF03_A,LOtonduzii_P017_WB02_ANP));
QS86	25	4	152	((QUoglethorpensis_P008_WF03_A,QUperpallida_P009_WB08_A),(QUmargarettae_P019_WE01_SNS,QUsimilis_P009_WD03_A));	((QUoglethorpensis_P008_WF03_A,QUmargarettae_P019_WE01_SNS),(QUperpallida_P009_WB08_A,QUsimilis_P009_WD03_A));	((QUoglethorpensis_P008_WF03_A,QUsimilis_P009_WD03_A),(QUmargarettae_P019_WE01_SNS,QUperpallida_P009_WB08_A));
QS87	568	90	326	((QUhavardii_P010_WE01_A,QUgarryana_trans_A),(QUtoxicodendrifolia_P010_WD05_ANP,QUlaceyi_P011_WF09_A));	((QUhavardii_P010_WE01_A,QUtoxicodendrifolia_P010_WD05_ANP),(QUgarryana_trans_A,QUlaceyi_P011_WF09_A));	((QUhavardii_P010_WE01_A,QUlaceyi_P011_WF09_A),(QUtoxicodendrifolia_P010_WD05_ANP,QUgarryana_trans_A));
QS88	363	404	210	((QUvaseyana_P002_WC11_A,ILpseudosemecarpifolia_P005_WG10_SNP),(NNsanchezcolinii_P003_WG03_AHN,QUexcelsa_P010_WE07_SP));	((QUvaseyana_P002_WC11_A,NNsanchezcolinii_P003_WG03_AHN),(ILpseudosemecarpifolia_P005_WG10_SNP,QUexcelsa_P010_WE07_SP));	((QUvaseyana_P002_WC11_A,QUexcelsa_P010_WE07_SP),(NNsanchezcolinii_P003_WG03_AHN,ILpseudosemecarpifolia_P005_WG10_SNP));
QS89	644	108	227	((QUexcelsa_P010_WE07_SP,LOgulielmi_treleasei_P009_WD06_A),(QUperpallida_P009_WB08_A,QUalveolata_P009_WG11_SP));	((QUexcelsa_P010_WE07_SP,QUperpallida_P009_WB08_A),(LOgulielmi_treleasei_P009_WD06_A,QUalveolata_P009_WG11_SP));	((QUexcelsa_P010_WE07_SP,QUalveolata_P009_WG11_SP),(QUperpallida_P009_WB08_A,LOgulielmi_treleasei_P009_WD06_A));
QS90	334	396	240	((QUcentralis_P011_WE01_SP,LOtardifolia_P011_WG06_A),(QUajoensis_P011_WH01_A,QUprinopsis_P003_WG05_SP));	((QUcentralis_P011_WE01_SP,QUajoensis_P011_WH01_A),(LOtardifolia_P011_WG06_A,QUprinopsis_P003_WG05_SP));	((QUcentralis_P011_WE01_SP,QUprinopsis_P003_WG05_SP),(QUajoensis_P011_WH01_A,LOtardifolia_P011_WG06_A));
QS91	58	0	124	((QUajoensis_P011_WH01_A,ILilex_P009_WD07_A),(QUprinopsis_P003_WG05_SP,QUperpallida_P009_WB08_A));	((QUajoensis_P011_WH01_A,QUprinopsis_P003_WG05_SP),(ILilex_P009_WD07_A,QUperpallida_P009_WB08_A));	((QUajoensis_P011_WH01_A,QUperpallida_P009_WB08_A),(QUprinopsis_P003_WG05_SP,ILilex_P009_WD07_A));
QS92	513	105	359	((QUprinopsis_P003_WG05_SP,CYchapensis_P010_WE04_A),(QUalveolata_P009_WG11_SP,QUtransmontana_P010_WB11_SP));	((QUprinopsis_P003_WG05_SP,QUalveolata_P009_WG11_SP),(CYchapensis_P010_WE04_A,QUtransmontana_P010_WB11_SP));	((QUprinopsis_P003_WG05_SP,QUtransmontana_P010_WB11_SP),(QUalveolata_P009_WG11_SP,CYchapensis_P010_WE04_A));
QS93	220	30	100	((QUcentralis_P011_WE01_SP,LOduratifolia_P009_WG09_SS),(NNsanchezcolinii_P003_WG03_AHN,QUalveolata_P009_WG11_SP));	((QUcentralis_P011_WE01_SP,NNsanchezcolinii_P003_WG03_AHN),(LOduratifolia_P009_WG09_SS,QUalveolata_P009_WG11_SP));	((QUcentralis_P011_WE01_SP,QUalveolata_P009_WG11_SP),(NNsanchezcolinii_P003_WG03_AHN,LOduratifolia_P009_WG09_SS));
QS94	255	72	31	((QUalveolata_P009_WG11_SP,QUcorrugata_P009_WF07_SP),(QUcentralis_P011_WE01_SP,QUtransmontana_P010_WB11_SP));	((QUalveolata_P009_WG11_SP,QUcentralis_P011_WE01_SP),(QUcorrugata_P009_WF07_SP,QUtransmontana_P010_WB11_SP));	((QUalveolata_P009_WG11_SP,QUtransmontana_P010_WB11_SP),(QUcentralis_P011_WE01_SP,QUcorrugata_P009_WF07_SP));
QS95	312	347	311	((QUperpallida_P009_WB08_A,LOduratifolia_P009_WG09_SS),(QUtoxicodendrifolia_P010_WD05_ANP,QUpilicaulis_P017_WB03_SP));	((QUperpallida_P009_WB08_A,QUtoxicodendrifolia_P010_WD05_ANP),(LOduratifolia_P009_WG09_SS,QUpilicaulis_P017_WB03_SP));	((QUperpallida_P009_WB08_A,QUpilicaulis_P017_WB03_SP),(QUtoxicodendrifolia_P010_WD05_ANP,LOduratifolia_P009_WG09_SS));
QS96	737	103	143	((QUpilicaulis_P017_WB03_SP,QUschenkiana_P004_WE05_SP),(QUtoxicodendrifolia_P010_WD05_ANP,QUcorrugata_P009_WF07_SP));	((QUpilicaulis_P017_WB03_SP,QUtoxicodendrifolia_P010_WD05_ANP),(QUschenkiana_P004_WE05_SP,QUcorrugata_P009_WF07_SP));	((QUpilicaulis_P017_WB03_SP,QUcorrugata_P009_WF07_SP),(QUtoxicodendrifolia_P010_WD05_ANP,QUschenkiana_P004_WE05_SP));
QS97	184	1	0	((QUtoxicodendrifolia_P010_WD05_ANP,QUlyrata_trans_A),(QUoocarpa_P009_WH03_A,QUcorrugata_P009_WF07_SP));	((QUtoxicodendrifolia_P010_WD05_ANP,QUoocarpa_P009_WH03_A),(QUlyrata_trans_A,QUcorrugata_P009_WF07_SP));	((QUtoxicodendrifolia_P010_WD05_ANP,QUcorrugata_P009_WF07_SP),(QUoocarpa_P009_WH03_A,QUlyrata_trans_A));
QS98	530	409	34	((QUoocarpa_P009_WH03_A,LOemoryi_F001_WC12_A),(QUpilicaulis_P017_WB03_SP,QUexcelsa_P010_WE07_SP));	((QUoocarpa_P009_WH03_A,QUpilicaulis_P017_WB03_SP),(LOemoryi_F001_WC12_A,QUexcelsa_P010_WE07_SP));	((QUoocarpa_P009_WH03_A,QUexcelsa_P010_WE07_SP),(QUpilicaulis_P017_WB03_SP,LOemoryi_F001_WC12_A));
QS99	174	7	0	((QUpilicaulis_P017_WB03_SP,ILrotundifolia_P010_WB09_SNS),(QUexcelsa_P010_WE07_SP,QUmartinezii_P011_WF12_A));	((QUpilicaulis_P017_WB03_SP,QUexcelsa_P010_WE07_SP),(ILrotundifolia_P010_WB09_SNS,QUmartinezii_P011_WF12_A));	((QUpilicaulis_P017_WB03_SP,QUmartinezii_P011_WF12_A),(QUexcelsa_P010_WE07_SP,ILrotundifolia_P010_WB09_SNS));
QS100	838	124	30	((QUcorrugata_P009_WF07_SP,VIbrandegeei_P005_WG07_A),(NNhinckleyi_P010_WC07_A,NNcarmenensis_P026_WC01_A));	((QUcorrugata_P009_WF07_SP,NNhinckleyi_P010_WC07_A),(VIbrandegeei_P005_WG07_A,NNcarmenensis_P026_WC01_A));	((QUcorrugata_P009_WF07_SP,NNcarmenensis_P026_WC01_A),(NNhinckleyi_P010_WC07_A,VIbrandegeei_P005_WG07_A));
QS101	75	279	623	((NNhinckleyi_P010_WC07_A,CYsichourensis_P001_WE10_A),(QUverde_P028_WF03_A,QUlaceyi_P011_WF09_A));	((NNhinckleyi_P010_WC07_A,QUverde_P028_WF03_A),(CYsichourensis_P001_WE10_A,QUlaceyi_P011_WF09_A));	((NNhinckleyi_P010_WC07_A,QUlaceyi_P011_WF09_A),(QUverde_P028_WF03_A,CYsichourensis_P001_WE10_A));
QS102	90	181	717	((QUlaceyi_P011_WF09_A,ILtungmaiensis_P003_WE04_SNS),(QUopaca_P022_WG04_A,QUverde_P028_WF03_A));	((QUlaceyi_P011_WF09_A,QUopaca_P022_WG04_A),(ILtungmaiensis_P003_WE04_SNS,QUverde_P028_WF03_A));	((QUlaceyi_P011_WF09_A,QUverde_P028_WF03_A),(QUopaca_P022_WG04_A,ILtungmaiensis_P003_WE04_SNS));
QS103	202	4	321	((QUvaseyana_P002_WC11_A,LOpalustris_trans_A),(QUschenkiana_P004_WE05_SP,QUopaca_P022_WG04_A));	((QUvaseyana_P002_WC11_A,QUschenkiana_P004_WE05_SP),(LOpalustris_trans_A,QUopaca_P022_WG04_A));	((QUvaseyana_P002_WC11_A,QUopaca_P022_WG04_A),(QUschenkiana_P004_WE05_SP,LOpalustris_trans_A));
QS104	684	20	20	((QUopaca_P022_WG04_A,CYoidocarpa_P005_WB02_A),(QUverde_P028_WF03_A,QUvaseyana_P002_WC11_A));	((QUopaca_P022_WG04_A,QUverde_P028_WF03_A),(CYoidocarpa_P005_WB02_A,QUvaseyana_P002_WC11_A));	((QUopaca_P022_WG04_A,QUvaseyana_P002_WC11_A),(QUverde_P028_WF03_A,CYoidocarpa_P005_WB02_A));
QS105	29	0	151	((QUverde_P028_WF03_A,CEithaburensis_P002_WE12_A),(NNcarmenensis_P026_WC01_A,QUvaseyana_P002_WC11_A));	((QUverde_P028_WF03_A,NNcarmenensis_P026_WC01_A),(CEithaburensis_P002_WE12_A,QUvaseyana_P002_WC11_A));	((QUverde_P028_WF03_A,QUvaseyana_P002_WC11_A),(NNcarmenensis_P026_WC01_A,CEithaburensis_P002_WE12_A));
QS106	840	21	33	((QUvaseyana_P002_WC11_A,LOsalicifolia_F001_WD01_A),(NNtinkhamii_P003_WG02_A,QUlaceyi_P011_WF09_A));	((QUvaseyana_P002_WC11_A,NNtinkhamii_P003_WG02_A),(LOsalicifolia_F001_WD01_A,QUlaceyi_P011_WF09_A));	((QUvaseyana_P002_WC11_A,QUlaceyi_P011_WF09_A),(NNtinkhamii_P003_WG02_A,LOsalicifolia_F001_WD01_A));
QS107	443	258	286	((QUhavardii_P010_WE01_A,LOimbricaria_trans_A),(QUpubescens_P011_WF08_A,QUserrata_trans_A));	((QUhavardii_P010_WE01_A,QUpubescens_P011_WF08_A),(LOimbricaria_trans_A,QUserrata_trans_A));	((QUhavardii_P010_WE01_A,QUserrata_trans_A),(QUpubescens_P011_WF08_A,LOimbricaria_trans_A));
QS108	793	60	133	((QUmontana_trans_A,CYschottkyana_trans_A),(QUhartwissiana_P002_WC08_A,QUlusitanica_P017_WB10_SNU));	((QUmontana_trans_A,QUhartwissiana_P002_WC08_A),(CYschottkyana_trans_A,QUlusitanica_P017_WB10_SNU));	((QUmontana_trans_A,QUlusitanica_P017_WB10_SNU),(QUhartwissiana_P002_WC08_A,CYschottkyana_trans_A));
QS109	539	287	143	((QUpubescens_P011_WF08_A,QUlobata_P010_WE03_A),(QUhartwissiana_P002_WC08_A,QUcanariensis_P002_WC10_A));	((QUpubescens_P011_WF08_A,QUhartwissiana_P002_WC08_A),(QUlobata_P010_WE03_A,QUcanariensis_P002_WC10_A));	((QUpubescens_P011_WF08_A,QUcanariensis_P002_WC10_A),(QUhartwissiana_P002_WC08_A,QUlobata_P010_WE03_A));
QS110	178	0	7	((QUcanariensis_P002_WC10_A,LOtrinitatis_P006_WH05_SP),(QUhartwissiana_P002_WC08_A,QUpyrenaica_P009_WB11_A));	((QUcanariensis_P002_WC10_A,QUhartwissiana_P002_WC08_A),(LOtrinitatis_P006_WH05_SP,QUpyrenaica_P009_WB11_A));	((QUcanariensis_P002_WC10_A,QUpyrenaica_P009_WB11_A),(QUhartwissiana_P002_WC08_A,LOtrinitatis_P006_WH05_SP));
QS111	514	410	56	((QUhartwissiana_P002_WC08_A,QUprinopsis_P003_WG05_SP),(QUlusitanica_P017_WB10_SNU,QUpubescens_P011_WF08_A));	((QUhartwissiana_P002_WC08_A,QUlusitanica_P017_WB10_SNU),(QUprinopsis_P003_WG05_SP,QUpubescens_P011_WF08_A));	((QUhartwissiana_P002_WC08_A,QUpubescens_P011_WF08_A),(QUlusitanica_P017_WB10_SNU,QUprinopsis_P003_WG05_SP));
QS112	150	31	2	((QUpubescens_P011_WF08_A,CYsalicina_P011_WF11_A),(QUlusitanica_P017_WB10_SNU,QUcongesta_P017_WB04_A));	((QUpubescens_P011_WF08_A,QUlusitanica_P017_WB10_SNU),(CYsalicina_P011_WF11_A,QUcongesta_P017_WB04_A));	((QUpubescens_P011_WF08_A,QUcongesta_P017_WB04_A),(QUlusitanica_P017_WB10_SNU,CYsalicina_P011_WF11_A));
QS113	275	708	10	((QUlusitanica_P017_WB10_SNU,ILfloribunda_P004_WC09_A),(QUrobur_ref,QUaliena_trans_A));	((QUlusitanica_P017_WB10_SNU,QUrobur_ref),(ILfloribunda_P004_WC09_A,QUaliena_trans_A));	((QUlusitanica_P017_WB10_SNU,QUaliena_trans_A),(QUrobur_ref,ILfloribunda_P004_WC09_A));
QS114	814	152	29	((QUrobur_ref,CThenryi_trans),(QUaliena_trans_A,QUbicolor_trans_A));	((QUrobur_ref,QUaliena_trans_A),(CThenryi_trans,QUbicolor_trans_A));	((QUrobur_ref,QUbicolor_trans_A),(QUaliena_trans_A,CThenryi_trans));
QS115	1000	0	0	((QUgreggii_trans_A,LOfurfuracea_P012_WD01_A),(QUdentata_trans_A,QUaliena_trans_A));	((QUgreggii_trans_A,QUdentata_trans_A),(LOfurfuracea_P012_WD01_A,QUaliena_trans_A));	((QUgreggii_trans_A,QUaliena_trans_A),(QUdentata_trans_A,LOfurfuracea_P012_WD01_A));
QS116	30	135	16	((QUdentata_trans_A,QUdouglasii_P004_WD11_A),(QUaliena_trans_A,QUserrata_trans_A));	((QUdentata_trans_A,QUaliena_trans_A),(QUdouglasii_P004_WD11_A,QUserrata_trans_A));	((QUdentata_trans_A,QUserrata_trans_A),(QUaliena_trans_A,QUdouglasii_P004_WD11_A));
QS117	49	30	913	((QUserrata_trans_A,CYpercoriacea_P005_WB03_A),(QUstellata_trans_A,QUinfectoria_trans_A));	((QUserrata_trans_A,QUstellata_trans_A),(CYpercoriacea_P005_WB03_A,QUinfectoria_trans_A));	((QUserrata_trans_A,QUinfectoria_trans_A),(QUstellata_trans_A,CYpercoriacea_P005_WB03_A));
QS118	367	570	41	((QUfrainetto_trans_A,ILyiwuensis_P003_WE05_HN),(QUmacrocarpa_trans_A,QUboyntonii_trans_A));	((QUfrainetto_trans_A,QUmacrocarpa_trans_A),(ILyiwuensis_P003_WE05_HN,QUboyntonii_trans_A));	((QUfrainetto_trans_A,QUboyntonii_trans_A),(QUmacrocarpa_trans_A,ILyiwuensis_P003_WE05_HN));
QS119	900	33	54	((QUboyntonii_trans_A,LObuckleyi_P026_WB11_A),(QUmuehlenbergii_trans_A,QUbicolor_trans_A));	((QUboyntonii_trans_A,QUmuehlenbergii_trans_A),(LObuckleyi_P026_WB11_A,QUbicolor_trans_A));	((QUboyntonii_trans_A,QUbicolor_trans_A),(QUmuehlenbergii_trans_A,LObuckleyi_P026_WB11_A));
QS120	368	0	0	((QUmuehlenbergii_trans_A,QUprinoides_P008_WF02_A),(QUlyrata_trans_A,QUmacrocarpa_trans_A));	((QUmuehlenbergii_trans_A,QUlyrata_trans_A),(QUprinoides_P008_WF02_A,QUmacrocarpa_trans_A));	((QUmuehlenbergii_trans_A,QUmacrocarpa_trans_A),(QUlyrata_trans_A,QUprinoides_P008_WF02_A));
QS121	176	8	0	((QUmacrocarpa_trans_A,CEcastaneifolia_P002_WC06_A),(QUbicolor_trans_A,QUlyrata_trans_A));	((QUmacrocarpa_trans_A,QUbicolor_trans_A),(CEcastaneifolia_P002_WC06_A,QUlyrata_trans_A));	((QUmacrocarpa_trans_A,QUlyrata_trans_A),(QUbicolor_trans_A,CEcastaneifolia_P002_WC06_A));
QS122	63	221	691	((QUbicolor_trans_A,CYmespilifolia_P005_WG09_A),(QUgreggii_trans_A,NNmichauxii_trans_A));	((QUbicolor_trans_A,QUgreggii_trans_A),(CYmespilifolia_P005_WG09_A,NNmichauxii_trans_A));	((QUbicolor_trans_A,NNmichauxii_trans_A),(QUgreggii_trans_A,CYmespilifolia_P005_WG09_A));
QS123	275	408	295	((QUalba_trans_A,CYaugustinii_P010_WE11_A),(QUboyntonii_trans_A,QUgreggii_trans_A));	((QUalba_trans_A,QUboyntonii_trans_A),(CYaugustinii_P010_WE11_A,QUgreggii_trans_A));	((QUalba_trans_A,QUgreggii_trans_A),(QUboyntonii_trans_A,CYaugustinii_P010_WE11_A));
QS124	364	0	3	((QUgreggii_trans_A,LOrugulosa_P003_WG04_SS),(QUstellata_trans_A,QUboyntonii_trans_A));	((QUgreggii_trans_A,QUstellata_trans_A),(LOrugulosa_P003_WG04_SS,QUboyntonii_trans_A));	((QUgreggii_trans_A,QUboyntonii_trans_A),(QUstellata_trans_A,LOrugulosa_P003_WG04_SS));
QS125	220	127	13	((QUboyntonii_trans_A,CYtiaoloshanica_P001_WD07_A),(QUgreggii_trans_A,QUgarryana_trans_A));	((QUboyntonii_trans_A,QUgreggii_trans_A),(CYtiaoloshanica_P001_WD07_A,QUgarryana_trans_A));	((QUboyntonii_trans_A,QUgarryana_trans_A),(QUgreggii_trans_A,CYtiaoloshanica_P001_WD07_A));
QS126	865	26	102	((QUboyntonii_trans_A,CYhondae_P005_WD07_A),(NNmichauxii_trans_A,QUmontana_trans_A));	((QUboyntonii_trans_A,NNmichauxii_trans_A),(CYhondae_P005_WD07_A,QUmontana_trans_A));	((QUboyntonii_trans_A,QUmontana_trans_A),(NNmichauxii_trans_A,CYhondae_P005_WD07_A));
QS127	92	84	0	((QUmontana_trans_A,NNcarmenensis_P026_WC01_A),(NNmichauxii_trans_A,QUalba_trans_A));	((QUmontana_trans_A,NNmichauxii_trans_A),(NNcarmenensis_P026_WC01_A,QUalba_trans_A));	((QUmontana_trans_A,QUalba_trans_A),(NNmichauxii_trans_A,NNcarmenensis_P026_WC01_A));
QS128	977	15	8	((QUgreggii_trans_A,LOduratifolia_P009_WG09_SS),(QUpetraea_trans_A,QUinfectoria_trans_A));	((QUgreggii_trans_A,QUpetraea_trans_A),(LOduratifolia_P009_WG09_SS,QUinfectoria_trans_A));	((QUgreggii_trans_A,QUinfectoria_trans_A),(QUpetraea_trans_A,LOduratifolia_P009_WG09_SS));
QS129	88	92	0	((QUpetraea_trans_A,QUmontana_trans_A),(QUfrainetto_trans_A,QUinfectoria_trans_A));	((QUpetraea_trans_A,QUfrainetto_trans_A),(QUmontana_trans_A,QUinfectoria_trans_A));	((QUpetraea_trans_A,QUinfectoria_trans_A),(QUfrainetto_trans_A,QUmontana_trans_A));
QS130	576	241	154	((QUoocarpa_P009_WH03_A,CYmerrillii_P005_WD01_A),(QUdumosa_P010_WC12_A,QUlobata_P010_WE03_A));	((QUoocarpa_P009_WH03_A,QUdumosa_P010_WC12_A),(CYmerrillii_P005_WD01_A,QUlobata_P010_WE03_A));	((QUoocarpa_P009_WH03_A,QUlobata_P010_WE03_A),(QUdumosa_P010_WC12_A,CYmerrillii_P005_WD01_A));
QS131	181	3	1	((QUlobata_P010_WE03_A,CEithaburensis_P002_WE12_A),(QUdouglasii_P004_WD11_A,QUdumosa_P010_WC12_A));	((QUlobata_P010_WE03_A,QUdouglasii_P004_WD11_A),(CEithaburensis_P002_WE12_A,QUdumosa_P010_WC12_A));	((QUlobata_P010_WE03_A,QUdumosa_P010_WC12_A),(QUdouglasii_P004_WD11_A,CEithaburensis_P002_WE12_A));
QS132	1000	0	0	((QUoglethorpensis_P008_WF03_A,CYsalicina_P011_WF11_A),(VIvirginiana_trans_A,VIbrandegeei_P005_WG07_A));	((QUoglethorpensis_P008_WF03_A,VIvirginiana_trans_A),(CYsalicina_P011_WF11_A,VIbrandegeei_P005_WG07_A));	((QUoglethorpensis_P008_WF03_A,VIbrandegeei_P005_WG07_A),(VIvirginiana_trans_A,CYsalicina_P011_WF11_A));
QS133	909	75	8	((QUlobata_P010_WE03_A,LOshumardii_trans_A),(POpontica_P002_WC09_A,POsadleriana_P009_WD05_A));	((QUlobata_P010_WE03_A,POpontica_P002_WC09_A),(LOshumardii_trans_A,POsadleriana_P009_WD05_A));	((QUlobata_P010_WE03_A,POsadleriana_P009_WD05_A),(POpontica_P002_WC09_A,LOshumardii_trans_A));
QS134	736	175	88	((VIbrandegeei_P005_WG07_A,LOradiata_P011_WE09_A),(PRcedrosensis_trans_A,PRpalmeri_P002_WC12_A));	((VIbrandegeei_P005_WG07_A,PRcedrosensis_trans_A),(LOradiata_P011_WE09_A,PRpalmeri_P002_WC12_A));	((VIbrandegeei_P005_WG07_A,PRpalmeri_P002_WC12_A),(PRcedrosensis_trans_A,LOradiata_P011_WE09_A));
QS135	146	218	2	((PRpalmeri_P002_WC12_A,QUperpallida_P009_WB08_A),(PRvaccinifolia_P005_WB06_A,PRchrysolepis_trans_A));	((PRpalmeri_P002_WC12_A,PRvaccinifolia_P005_WB06_A),(QUperpallida_P009_WB08_A,PRchrysolepis_trans_A));	((PRpalmeri_P002_WC12_A,PRchrysolepis_trans_A),(PRvaccinifolia_P005_WB06_A,QUperpallida_P009_WB08_A));
QS136	145	40	0	((PRvaccinifolia_P005_WB06_A,LOhumboldtii_P004_WD04_A),(PRchrysolepis_trans_A,PRcedrosensis_trans_A));	((PRvaccinifolia_P005_WB06_A,PRchrysolepis_trans_A),(LOhumboldtii_P004_WD04_A,PRcedrosensis_trans_A));	((PRvaccinifolia_P005_WB06_A,PRcedrosensis_trans_A),(PRchrysolepis_trans_A,LOhumboldtii_P004_WD04_A));
QS137	1000	0	0	((QUcorrugata_P009_WF07_SP,CYkouangsiensis_P001_WE08_A),(LOpalustris_trans_A,NNmulleri_P017_WA12_SNS));	((QUcorrugata_P009_WF07_SP,LOpalustris_trans_A),(CYkouangsiensis_P001_WE08_A,NNmulleri_P017_WA12_SNS));	((QUcorrugata_P009_WF07_SP,NNmulleri_P017_WA12_SNS),(LOpalustris_trans_A,CYkouangsiensis_P001_WE08_A));
QS138	780	212	8	((LOradiata_P011_WE09_A,CYtiaoloshanica_P001_WD07_A),(LObenthamii_trans_A,LOshumardii_trans_A));	((LOradiata_P011_WE09_A,LObenthamii_trans_A),(CYtiaoloshanica_P001_WD07_A,LOshumardii_trans_A));	((LOradiata_P011_WE09_A,LOshumardii_trans_A),(LObenthamii_trans_A,CYtiaoloshanica_P001_WD07_A));
QS139	780	18	196	((LObenthamii_trans_A,CYchrysotricha_P017_WB09_A),(LOpalustris_trans_A,LOphellos_trans_A));	((LObenthamii_trans_A,LOpalustris_trans_A),(CYchrysotricha_P017_WB09_A,LOphellos_trans_A));	((LObenthamii_trans_A,LOphellos_trans_A),(LOpalustris_trans_A,CYchrysotricha_P017_WB09_A));
