node_label	count0	count1	count2	topo0	topo1	topo2
QS12	775	66	136	((CYsichourensis_P001_WE10_A,NNflocculenta_P018_WA07_A),(CYthorelii_P001_WD06_A,CYhypophaea_P004_WF06_A));	((CYsichourensis_P001_WE10_A,CYthorelii_P001_WD06_A),(NNflocculenta_P018_WA07_A,CYhypophaea_P004_WF06_A));	((CYsichourensis_P001_WE10_A,CYhypophaea_P004_WF06_A),(CYthorelii_P001_WD06_A,NNflocculenta_P018_WA07_A));
QS13	345	12	343	((CYhypophaea_P004_WF06_A,QUdouglasii_P004_WD11_A),(CYrex_P001_WD08_A,CYthorelii_P001_WD06_A));	((CYhypophaea_P004_WF06_A,CYrex_P001_WD08_A),(QUdouglasii_P004_WD11_A,CYthorelii_P001_WD06_A));	((CYhypophaea_P004_WF06_A,CYthorelii_P001_WD06_A),(CYrex_P001_WD08_A,QUdouglasii_P004_WD11_A));
QS14	182	2	0	((CYrex_P001_WD08_A,LOacerifolia_P011_WH03_A),(ILlanata_P011_WB01_A,CYthorelii_P001_WD06_A));	((CYrex_P001_WD08_A,ILlanata_P011_WB01_A),(LOacerifolia_P011_WH03_A,CYthorelii_P001_WD06_A));	((CYrex_P001_WD08_A,CYthorelii_P001_WD06_A),(ILlanata_P011_WB01_A,LOacerifolia_P011_WH03_A));
QS15	549	0	0	((CYthorelii_P001_WD06_A,CYpinbianensis_P001_WE12_SNS),(CYchungii_P010_WC03_A,CYhypophaea_P004_WF06_A));	((CYthorelii_P001_WD06_A,CYchungii_P010_WC03_A),(CYpinbianensis_P001_WE12_SNS,CYhypophaea_P004_WF06_A));	((CYthorelii_P001_WD06_A,CYhypophaea_P004_WF06_A),(CYchungii_P010_WC03_A,CYpinbianensis_P001_WE12_SNS));
QS16	784	64	124	((CYchungii_P010_WC03_A,QUmontana_trans_A),(CYchrysotricha_P017_WB09_A,CYaustrocochinchinensis_P001_WB05_A));	((CYchungii_P010_WC03_A,CYchrysotricha_P017_WB09_A),(QUmontana_trans_A,CYaustrocochinchinensis_P001_WB05_A));	((CYchungii_P010_WC03_A,CYaustrocochinchinensis_P001_WB05_A),(CYchrysotricha_P017_WB09_A,QUmontana_trans_A));
QS17	976	1	23	((CYaugustinii_P010_WE11_A,QUstellata_trans_A),(CYstenophylloides_P008_WA02_A,CYpachyloma_P005_WG08_A));	((CYaugustinii_P010_WE11_A,CYstenophylloides_P008_WA02_A),(QUstellata_trans_A,CYpachyloma_P005_WG08_A));	((CYaugustinii_P010_WE11_A,CYpachyloma_P005_WG08_A),(CYstenophylloides_P008_WA02_A,QUstellata_trans_A));
QS18	423	353	191	((CYxanthoclada_P002_WF03_A,QUboyntonii_trans_A),(CYxanthotricha_P017_WB06_A,CYstenophylloides_P008_WA02_A));	((CYxanthoclada_P002_WF03_A,CYxanthotricha_P017_WB06_A),(QUboyntonii_trans_A,CYstenophylloides_P008_WA02_A));	((CYxanthoclada_P002_WF03_A,CYstenophylloides_P008_WA02_A),(CYxanthotricha_P017_WB06_A,QUboyntonii_trans_A));
QS19	343	303	324	((CYxanthotricha_P017_WB06_A,PRvaccinifolia_P005_WB06_A),(CYschottkyana_trans_A,CYstenophylloides_P008_WA02_A));	((CYxanthotricha_P017_WB06_A,CYschottkyana_trans_A),(PRvaccinifolia_P005_WB06_A,CYstenophylloides_P008_WA02_A));	((CYxanthotricha_P017_WB06_A,CYstenophylloides_P008_WA02_A),(CYschottkyana_trans_A,PRvaccinifolia_P005_WB06_A));
QS20	557	250	179	((CYsalicina_P011_WF11_A,QUbicolor_trans_A),(CYchapensis_P010_WE04_A,CYschottkyana_trans_A));	((CYsalicina_P011_WF11_A,CYchapensis_P010_WE04_A),(QUbicolor_trans_A,CYschottkyana_trans_A));	((CYsalicina_P011_WF11_A,CYschottkyana_trans_A),(CYchapensis_P010_WE04_A,QUbicolor_trans_A));
QS21	443	55	485	((CYschottkyana_trans_A,CYasymmetrica_P014_WG01_A),(NNliaoi_P002_WF06_A,CYlonginux_F003_WC07_A));	((CYschottkyana_trans_A,NNliaoi_P002_WF06_A),(CYasymmetrica_P014_WG01_A,CYlonginux_F003_WC07_A));	((CYschottkyana_trans_A,CYlonginux_F003_WC07_A),(NNliaoi_P002_WF06_A,CYasymmetrica_P014_WG01_A));
QS22	711	184	74	((ILgracilis_P010_WF01_SNP,QUgarryana_trans_A),(CYstenophylloides_P008_WA02_A,CYpentacycla_P001_WE11_A));	((ILgracilis_P010_WF01_SNP,CYstenophylloides_P008_WA02_A),(QUgarryana_trans_A,CYpentacycla_P001_WE11_A));	((ILgracilis_P010_WF01_SNP,CYpentacycla_P001_WE11_A),(CYstenophylloides_P008_WA02_A,QUgarryana_trans_A));
QS23	498	22	197	((CYpentacycla_P001_WE11_A,CPdelavayi_trans),(CYsalicina_P011_WF11_A,CYstenophylloides_P008_WA02_A));	((CYpentacycla_P001_WE11_A,CYsalicina_P011_WF11_A),(CPdelavayi_trans,CYstenophylloides_P008_WA02_A));	((CYpentacycla_P001_WE11_A,CYstenophylloides_P008_WA02_A),(CYsalicina_P011_WF11_A,CPdelavayi_trans));
QS24	182	3	0	((CYsalicina_P011_WF11_A,ILbaloot_P001_WD05_A),(NNliaoi_P002_WF06_A,CYstenophylloides_P008_WA02_A));	((CYsalicina_P011_WF11_A,NNliaoi_P002_WF06_A),(ILbaloot_P001_WD05_A,CYstenophylloides_P008_WA02_A));	((CYsalicina_P011_WF11_A,CYstenophylloides_P008_WA02_A),(NNliaoi_P002_WF06_A,ILbaloot_P001_WD05_A));
QS25	461	52	22	((CYsalicina_P011_WF11_A,NNcarmenensis_P026_WC01_A),(CYhypargyrea_P010_WE06_ANP,CYpentacycla_P001_WE11_A));	((CYsalicina_P011_WF11_A,CYhypargyrea_P010_WE06_ANP),(NNcarmenensis_P026_WC01_A,CYpentacycla_P001_WE11_A));	((CYsalicina_P011_WF11_A,CYpentacycla_P001_WE11_A),(CYhypargyrea_P010_WE06_ANP,NNcarmenensis_P026_WC01_A));
QS26	827	5	62	((CYpentacycla_P001_WE11_A,CYkinabaluensis_P002_WF02_A),(ILgracilis_P010_WF01_SNP,CYlonginux_F003_WC07_A));	((CYpentacycla_P001_WE11_A,ILgracilis_P010_WF01_SNP),(CYkinabaluensis_P002_WF02_A,CYlonginux_F003_WC07_A));	((CYpentacycla_P001_WE11_A,CYlonginux_F003_WC07_A),(ILgracilis_P010_WF01_SNP,CYkinabaluensis_P002_WF02_A));
QS27	486	241	241	((CYstenophylloides_P008_WA02_A,NNcarmenensis_P026_WC01_A),(CYtiaoloshanica_P001_WD07_A,CYthomsoniana_P005_WB01_A));	((CYstenophylloides_P008_WA02_A,CYtiaoloshanica_P001_WD07_A),(NNcarmenensis_P026_WC01_A,CYthomsoniana_P005_WB01_A));	((CYstenophylloides_P008_WA02_A,CYthomsoniana_P005_WB01_A),(CYtiaoloshanica_P001_WD07_A,NNcarmenensis_P026_WC01_A));
QS28	452	217	302	((CYthomsoniana_P005_WB01_A,LOtristis_P009_WG12_SP),(CYkouangsiensis_P001_WE08_A,CYhondae_P005_WD07_A));	((CYthomsoniana_P005_WB01_A,CYkouangsiensis_P001_WE08_A),(LOtristis_P009_WG12_SP,CYhondae_P005_WD07_A));	((CYthomsoniana_P005_WB01_A,CYhondae_P005_WD07_A),(CYkouangsiensis_P001_WE08_A,LOtristis_P009_WG12_SP));
QS29	601	158	223	((CYhondae_P005_WD07_A,NNhinckleyi_P010_WC07_A),(CYkinabaluensis_P002_WF02_A,CYxanthoclada_P002_WF03_A));	((CYhondae_P005_WD07_A,CYkinabaluensis_P002_WF02_A),(NNhinckleyi_P010_WC07_A,CYxanthoclada_P002_WF03_A));	((CYhondae_P005_WD07_A,CYxanthoclada_P002_WF03_A),(CYkinabaluensis_P002_WF02_A,NNhinckleyi_P010_WC07_A));
QS30	316	219	452	((CYmespilifolia_P005_WG09_A,VIbrandegeei_P005_WG07_A),(CYmerrillii_P005_WD01_A,CYdaimingshanensis_P003_WE02_A));	((CYmespilifolia_P005_WG09_A,CYmerrillii_P005_WD01_A),(VIbrandegeei_P005_WG07_A,CYdaimingshanensis_P003_WE02_A));	((CYmespilifolia_P005_WG09_A,CYdaimingshanensis_P003_WE02_A),(CYmerrillii_P005_WD01_A,VIbrandegeei_P005_WG07_A));
QS31	204	161	0	((CYdaimingshanensis_P003_WE02_A,QUoocarpa_P009_WH03_A),(CYmerrillii_P005_WD01_A,CYchrysotricha_P017_WB09_A));	((CYdaimingshanensis_P003_WE02_A,CYmerrillii_P005_WD01_A),(QUoocarpa_P009_WH03_A,CYchrysotricha_P017_WB09_A));	((CYdaimingshanensis_P003_WE02_A,CYchrysotricha_P017_WB09_A),(CYmerrillii_P005_WD01_A,QUoocarpa_P009_WH03_A));
QS32	14	1	169	((CYmerrillii_P005_WD01_A,ILyiwuensis_P003_WE05_HN),(CYchrysotricha_P017_WB09_A,CYkinabaluensis_P002_WF02_A));	((CYmerrillii_P005_WD01_A,CYchrysotricha_P017_WB09_A),(ILyiwuensis_P003_WE05_HN,CYkinabaluensis_P002_WF02_A));	((CYmerrillii_P005_WD01_A,CYkinabaluensis_P002_WF02_A),(CYchrysotricha_P017_WB09_A,ILyiwuensis_P003_WE05_HN));
QS33	965	24	6	((CYmerrillii_P005_WD01_A,LOhintoniorum_P004_WD12_A),(CYpachyloma_P005_WG08_A,CYkouangsiensis_P001_WE08_A));	((CYmerrillii_P005_WD01_A,CYpachyloma_P005_WG08_A),(LOhintoniorum_P004_WD12_A,CYkouangsiensis_P001_WE08_A));	((CYmerrillii_P005_WD01_A,CYkouangsiensis_P001_WE08_A),(CYpachyloma_P005_WG08_A,LOhintoniorum_P004_WD12_A));
QS34	534	335	104	((CYpachyloma_P005_WG08_A,CYhypophaea_P004_WF06_A),(CYtiaoloshanica_P001_WD07_A,CYphanera_P010_WC01_A));	((CYpachyloma_P005_WG08_A,CYtiaoloshanica_P001_WD07_A),(CYhypophaea_P004_WF06_A,CYphanera_P010_WC01_A));	((CYpachyloma_P005_WG08_A,CYphanera_P010_WC01_A),(CYtiaoloshanica_P001_WD07_A,CYhypophaea_P004_WF06_A));
QS35	755	76	157	((CYphanera_P010_WC01_A,LOellipsoidalis_trans_A),(CYsemiserratoides_P011_WH02_A,CYmespilifolia_P005_WG09_A));	((CYphanera_P010_WC01_A,CYsemiserratoides_P011_WH02_A),(LOellipsoidalis_trans_A,CYmespilifolia_P005_WG09_A));	((CYphanera_P010_WC01_A,CYmespilifolia_P005_WG09_A),(CYsemiserratoides_P011_WH02_A,LOellipsoidalis_trans_A));
QS36	148	161	43	((CYmespilifolia_P005_WG09_A,QUpyrenaica_P009_WB11_A),(CYtiaoloshanica_P001_WD07_A,CYsemiserratoides_P011_WH02_A));	((CYmespilifolia_P005_WG09_A,CYtiaoloshanica_P001_WD07_A),(QUpyrenaica_P009_WB11_A,CYsemiserratoides_P011_WH02_A));	((CYmespilifolia_P005_WG09_A,CYsemiserratoides_P011_WH02_A),(CYtiaoloshanica_P001_WD07_A,QUpyrenaica_P009_WB11_A));
QS37	83	13	261	((CYsemiserratoides_P011_WH02_A,LOtridens_P004_WE06_SS),(CYmespilifolia_P005_WG09_A,CYkouangsiensis_P001_WE08_A));	((CYsemiserratoides_P011_WH02_A,CYmespilifolia_P005_WG09_A),(LOtridens_P004_WE06_SS,CYkouangsiensis_P001_WE08_A));	((CYsemiserratoides_P011_WH02_A,CYkouangsiensis_P001_WE08_A),(CYmespilifolia_P005_WG09_A,LOtridens_P004_WE06_SS));
QS38	557	111	37	((CYtiaoloshanica_P001_WD07_A,QUhavardii_P010_WE01_A),(CYphanera_P010_WC01_A,CYxanthoclada_P002_WF03_A));	((CYtiaoloshanica_P001_WD07_A,CYphanera_P010_WC01_A),(QUhavardii_P010_WE01_A,CYxanthoclada_P002_WF03_A));	((CYtiaoloshanica_P001_WD07_A,CYxanthoclada_P002_WF03_A),(CYphanera_P010_WC01_A,QUhavardii_P010_WE01_A));
QS39	362	343	265	((CYkouangsiensis_P001_WE08_A,CTpumila_trans),(CYoidocarpa_P005_WB02_A,CYhondae_P005_WD07_A));	((CYkouangsiensis_P001_WE08_A,CYoidocarpa_P005_WB02_A),(CTpumila_trans,CYhondae_P005_WD07_A));	((CYkouangsiensis_P001_WE08_A,CYhondae_P005_WD07_A),(CYoidocarpa_P005_WB02_A,CTpumila_trans));
QS40	236	53	68	((CYhondae_P005_WD07_A,QUboyntonii_trans_A),(CYoidocarpa_P005_WB02_A,CYpercoriacea_P005_WB03_A));	((CYhondae_P005_WD07_A,CYoidocarpa_P005_WB02_A),(QUboyntonii_trans_A,CYpercoriacea_P005_WB03_A));	((CYhondae_P005_WD07_A,CYpercoriacea_P005_WB03_A),(CYoidocarpa_P005_WB02_A,QUboyntonii_trans_A));
QS41	344	20	3	((CYoidocarpa_P005_WB02_A,LOfalcata_trans_A),(CYasymmetrica_P014_WG01_A,CYhondae_P005_WD07_A));	((CYoidocarpa_P005_WB02_A,CYasymmetrica_P014_WG01_A),(LOfalcata_trans_A,CYhondae_P005_WD07_A));	((CYoidocarpa_P005_WB02_A,CYhondae_P005_WD07_A),(CYasymmetrica_P014_WG01_A,LOfalcata_trans_A));
QS42	357	292	334	((CYsemiserratoides_P011_WH02_A,NNmulleri_P017_WA12_SNS),(CYlobbii_P004_WD03_A,CYdisciformis_P001_WH01_A));	((CYsemiserratoides_P011_WH02_A,CYlobbii_P004_WD03_A),(NNmulleri_P017_WA12_SNS,CYdisciformis_P001_WH01_A));	((CYsemiserratoides_P011_WH02_A,CYdisciformis_P001_WH01_A),(CYlobbii_P004_WD03_A,NNmulleri_P017_WA12_SNS));
QS43	447	526	7	((CYdisciformis_P001_WH01_A,LOpaxtalensis_P009_WG08_SNP),(CYmeihuashanensis_P001_WE09_SNU,CYlobbii_P004_WD03_A));	((CYdisciformis_P001_WH01_A,CYmeihuashanensis_P001_WE09_SNU),(LOpaxtalensis_P009_WG08_SNP,CYlobbii_P004_WD03_A));	((CYdisciformis_P001_WH01_A,CYlobbii_P004_WD03_A),(CYmeihuashanensis_P001_WE09_SNU,LOpaxtalensis_P009_WG08_SNP));
QS44	173	8	1	((CYmeihuashanensis_P001_WE09_SNU,QUlaceyi_P011_WF09_A),(CYthomsoniana_P005_WB01_A,CYlobbii_P004_WD03_A));	((CYmeihuashanensis_P001_WE09_SNU,CYthomsoniana_P005_WB01_A),(QUlaceyi_P011_WF09_A,CYlobbii_P004_WD03_A));	((CYmeihuashanensis_P001_WE09_SNU,CYlobbii_P004_WD03_A),(CYthomsoniana_P005_WB01_A,QUlaceyi_P011_WF09_A));
QS45	561	369	56	((CYmeihuashanensis_P001_WE09_SNU,CYtiaoloshanica_P001_WD07_A),(CYdisciformis_P001_WH01_A,NNmiyagii_P004_WE12_A));	((CYmeihuashanensis_P001_WE09_SNU,CYdisciformis_P001_WH01_A),(CYtiaoloshanica_P001_WD07_A,NNmiyagii_P004_WE12_A));	((CYmeihuashanensis_P001_WE09_SNU,NNmiyagii_P004_WE12_A),(CYdisciformis_P001_WH01_A,CYtiaoloshanica_P001_WD07_A));
QS46	43	0	135	((CYdisciformis_P001_WH01_A,CYthomsoniana_P005_WB01_A),(NNmiyagii_P004_WE12_A,CYmorii_P010_WB12_A));	((CYdisciformis_P001_WH01_A,NNmiyagii_P004_WE12_A),(CYthomsoniana_P005_WB01_A,CYmorii_P010_WB12_A));	((CYdisciformis_P001_WH01_A,CYmorii_P010_WB12_A),(NNmiyagii_P004_WE12_A,CYthomsoniana_P005_WB01_A));
QS47	1000	0	0	((CYhypargyrea_P010_WE06_ANP,QUbicolor_trans_A),(CYaustrocochinchinensis_P001_WB05_A,CYpinbianensis_P001_WE12_SNS));	((CYhypargyrea_P010_WE06_ANP,CYaustrocochinchinensis_P001_WB05_A),(QUbicolor_trans_A,CYpinbianensis_P001_WE12_SNS));	((CYhypargyrea_P010_WE06_ANP,CYpinbianensis_P001_WE12_SNS),(CYaustrocochinchinensis_P001_WB05_A,QUbicolor_trans_A));
QS48	308	0	45	((CYpinbianensis_P001_WE12_SNS,CEithaburensis_P002_WE12_A),(CYchevalieri_P003_WE03_A,CYaugustinii_P010_WE11_A));	((CYpinbianensis_P001_WE12_SNS,CYchevalieri_P003_WE03_A),(CEithaburensis_P002_WE12_A,CYaugustinii_P010_WE11_A));	((CYpinbianensis_P001_WE12_SNS,CYaugustinii_P010_WE11_A),(CYchevalieri_P003_WE03_A,CEithaburensis_P002_WE12_A));
QS49	185	0	0	((CYchevalieri_P003_WE03_A,PRcedrosensis_trans_A),(CYaustrocochinchinensis_P001_WB05_A,CYaugustinii_P010_WE11_A));	((CYchevalieri_P003_WE03_A,CYaustrocochinchinensis_P001_WB05_A),(PRcedrosensis_trans_A,CYaugustinii_P010_WE11_A));	((CYchevalieri_P003_WE03_A,CYaugustinii_P010_WE11_A),(CYaustrocochinchinensis_P001_WB05_A,PRcedrosensis_trans_A));
QS50	881	111	8	((ILlanata_P011_WB01_A,QUvaseyana_P002_WC11_A),(ILbaloot_P001_WD05_A,CEithaburensis_P002_WE12_A));	((ILlanata_P011_WB01_A,ILbaloot_P001_WD05_A),(QUvaseyana_P002_WC11_A,CEithaburensis_P002_WE12_A));	((ILlanata_P011_WB01_A,CEithaburensis_P002_WE12_A),(ILbaloot_P001_WD05_A,QUvaseyana_P002_WC11_A));
QS51	999	0	0	((CEvariabilis_trans_A,CThenryi_trans),(ILhandeliana_P001_WG10_SNS,ILilex_P009_WD07_A));	((CEvariabilis_trans_A,ILhandeliana_P001_WG10_SNS),(CThenryi_trans,ILilex_P009_WD07_A));	((CEvariabilis_trans_A,ILilex_P009_WD07_A),(ILhandeliana_P001_WG10_SNS,CThenryi_trans));
QS52	789	0	200	((ILhandeliana_P001_WG10_SNS,QUaliena_trans_A),(ILbaloot_P001_WD05_A,ILyiwuensis_P003_WE05_HN));	((ILhandeliana_P001_WG10_SNS,ILbaloot_P001_WD05_A),(QUaliena_trans_A,ILyiwuensis_P003_WE05_HN));	((ILhandeliana_P001_WG10_SNS,ILyiwuensis_P003_WE05_HN),(ILbaloot_P001_WD05_A,QUaliena_trans_A));
QS53	310	17	652	((ILyiwuensis_P003_WE05_HN,QUoglethorpensis_P008_WF03_A),(ILfloribunda_P004_WC09_A,ILkongshanensis_P001_WG09_SNP));	((ILyiwuensis_P003_WE05_HN,ILfloribunda_P004_WC09_A),(QUoglethorpensis_P008_WF03_A,ILkongshanensis_P001_WG09_SNP));	((ILyiwuensis_P003_WE05_HN,ILkongshanensis_P001_WG09_SNP),(ILfloribunda_P004_WC09_A,QUoglethorpensis_P008_WF03_A));
QS54	593	398	0	((ILtungmaiensis_P003_WE04_SNS,QUdentata_trans_A),(ILfloribunda_P004_WC09_A,ILrotundifolia_P010_WB09_SNS));	((ILtungmaiensis_P003_WE04_SNS,ILfloribunda_P004_WC09_A),(QUdentata_trans_A,ILrotundifolia_P010_WB09_SNS));	((ILtungmaiensis_P003_WE04_SNS,ILrotundifolia_P010_WB09_SNS),(ILfloribunda_P004_WC09_A,QUdentata_trans_A));
QS55	549	0	0	((ILrotundifolia_P010_WB09_SNS,LOshumardii_trans_A),(ILfloribunda_P004_WC09_A,ILacrodonta_P005_WD08_A));	((ILrotundifolia_P010_WB09_SNS,ILfloribunda_P004_WC09_A),(LOshumardii_trans_A,ILacrodonta_P005_WD08_A));	((ILrotundifolia_P010_WB09_SNS,ILacrodonta_P005_WD08_A),(ILfloribunda_P004_WC09_A,LOshumardii_trans_A));
QS56	723	0	6	((ILfloribunda_P004_WC09_A,CYhondae_P005_WD07_A),(ILrotundifolia_P010_WB09_SNS,ILbaloot_P001_WD05_A));	((ILfloribunda_P004_WC09_A,ILrotundifolia_P010_WB09_SNS),(CYhondae_P005_WD07_A,ILbaloot_P001_WD05_A));	((ILfloribunda_P004_WC09_A,ILbaloot_P001_WD05_A),(ILrotundifolia_P010_WB09_SNS,CYhondae_P005_WD07_A));
QS57	185	0	0	((ILbaloot_P001_WD05_A,LOemoryi_F001_WC12_A),(ILrotundifolia_P010_WB09_SNS,ILilex_P009_WD07_A));	((ILbaloot_P001_WD05_A,ILrotundifolia_P010_WB09_SNS),(LOemoryi_F001_WC12_A,ILilex_P009_WD07_A));	((ILbaloot_P001_WD05_A,ILilex_P009_WD07_A),(ILrotundifolia_P010_WB09_SNS,LOemoryi_F001_WC12_A));
QS58	813	15	164	((ILacrodonta_P005_WD08_A,LOeugeniifolia_P012_WC09_SP),(ILkongshanensis_P001_WG09_SNP,ILspinosa_P011_WF10_A));	((ILacrodonta_P005_WD08_A,ILkongshanensis_P001_WG09_SNP),(LOeugeniifolia_P012_WC09_SP,ILspinosa_P011_WF10_A));	((ILacrodonta_P005_WD08_A,ILspinosa_P011_WF10_A),(ILkongshanensis_P001_WG09_SNP,LOeugeniifolia_P012_WC09_SP));
QS59	952	43	1	((ILspinosa_P011_WF10_A,LOvelutina_trans_A),(ILmarlipoensis_P003_WE07_SNP,ILtungmaiensis_P003_WE04_SNS));	((ILspinosa_P011_WF10_A,ILmarlipoensis_P003_WE07_SNP),(LOvelutina_trans_A,ILtungmaiensis_P003_WE04_SNS));	((ILspinosa_P011_WF10_A,ILtungmaiensis_P003_WE04_SNS),(ILmarlipoensis_P003_WE07_SNP,LOvelutina_trans_A));
QS60	61	118	0	((ILmarlipoensis_P003_WE07_SNP,ILlanata_P011_WB01_A),(ILkongshanensis_P001_WG09_SNP,ILtungmaiensis_P003_WE04_SNS));	((ILmarlipoensis_P003_WE07_SNP,ILkongshanensis_P001_WG09_SNP),(ILlanata_P011_WB01_A,ILtungmaiensis_P003_WE04_SNS));	((ILmarlipoensis_P003_WE07_SNP,ILtungmaiensis_P003_WE04_SNS),(ILkongshanensis_P001_WG09_SNP,ILlanata_P011_WB01_A));
QS61	986	0	12	((ILtungmaiensis_P003_WE04_SNS,NNliaoi_P002_WF06_A),(ILfimbriata_P019_WG03_HN,ILpseudosemecarpifolia_P005_WG10_SNP));	((ILtungmaiensis_P003_WE04_SNS,ILfimbriata_P019_WG03_HN),(NNliaoi_P002_WF06_A,ILpseudosemecarpifolia_P005_WG10_SNP));	((ILtungmaiensis_P003_WE04_SNS,ILpseudosemecarpifolia_P005_WG10_SNP),(ILfimbriata_P019_WG03_HN,NNliaoi_P002_WF06_A));
QS62	32	239	88	((ILspinosa_P011_WF10_A,LOtrinitatis_P006_WH05_SP),(ILlongispica_P009_WC12_SNP,ILfimbriata_P019_WG03_HN));	((ILspinosa_P011_WF10_A,ILlongispica_P009_WC12_SNP),(LOtrinitatis_P006_WH05_SP,ILfimbriata_P019_WG03_HN));	((ILspinosa_P011_WF10_A,ILfimbriata_P019_WG03_HN),(ILlongispica_P009_WC12_SNP,LOtrinitatis_P006_WH05_SP));
QS63	368	0	0	((ILfimbriata_P019_WG03_HN,CEcerris_trans_A),(ILspinosa_P011_WF10_A,ILpseudosemecarpifolia_P005_WG10_SNP));	((ILfimbriata_P019_WG03_HN,ILspinosa_P011_WF10_A),(CEcerris_trans_A,ILpseudosemecarpifolia_P005_WG10_SNP));	((ILfimbriata_P019_WG03_HN,ILpseudosemecarpifolia_P005_WG10_SNP),(ILspinosa_P011_WF10_A,CEcerris_trans_A));
QS64	1000	0	0	((ILfimbriata_P019_WG03_HN,LOfalcata_trans_A),(CEtrojana_P002_WF07_A,CEafares_P005_WC11_A));	((ILfimbriata_P019_WG03_HN,CEtrojana_P002_WF07_A),(LOfalcata_trans_A,CEafares_P005_WC11_A));	((ILfimbriata_P019_WG03_HN,CEafares_P005_WC11_A),(CEtrojana_P002_WF07_A,LOfalcata_trans_A));
QS65	953	18	21	((CEvariabilis_trans_A,LOfurfuracea_P012_WD01_A),(CEithaburensis_P002_WE12_A,CEtrojana_P002_WF07_A));	((CEvariabilis_trans_A,CEithaburensis_P002_WE12_A),(LOfurfuracea_P012_WD01_A,CEtrojana_P002_WF07_A));	((CEvariabilis_trans_A,CEtrojana_P002_WF07_A),(CEithaburensis_P002_WE12_A,LOfurfuracea_P012_WD01_A));
QS66	210	36	741	((CEithaburensis_P002_WE12_A,ILrotundifolia_P010_WB09_SNS),(CEcerris_trans_A,CElibani_P004_WD10_A));	((CEithaburensis_P002_WE12_A,CEcerris_trans_A),(ILrotundifolia_P010_WB09_SNS,CElibani_P004_WD10_A));	((CEithaburensis_P002_WE12_A,CElibani_P004_WD10_A),(CEcerris_trans_A,ILrotundifolia_P010_WB09_SNS));
QS67	353	165	448	((CEafares_P005_WC11_A,QUmartinezii_P011_WF12_A),(CEvariabilis_trans_A,CEsuber_ref));	((CEafares_P005_WC11_A,CEvariabilis_trans_A),(QUmartinezii_P011_WF12_A,CEsuber_ref));	((CEafares_P005_WC11_A,CEsuber_ref),(CEvariabilis_trans_A,QUmartinezii_P011_WF12_A));
QS68	290	78	0	((CEsuber_ref,PRcedrosensis_trans_A),(CEcerris_trans_A,CEacutissima_trans_A));	((CEsuber_ref,CEcerris_trans_A),(PRcedrosensis_trans_A,CEacutissima_trans_A));	((CEsuber_ref,CEacutissima_trans_A),(CEcerris_trans_A,PRcedrosensis_trans_A));
QS69	185	0	0	((CEcerris_trans_A,QUaliena_trans_A),(CEvariabilis_trans_A,CEacutissima_trans_A));	((CEcerris_trans_A,CEvariabilis_trans_A),(QUaliena_trans_A,CEacutissima_trans_A));	((CEcerris_trans_A,CEacutissima_trans_A),(CEvariabilis_trans_A,QUaliena_trans_A));
QS70	871	121	0	((CEacutissima_trans_A,QUserrata_trans_A),(CEcastaneifolia_P002_WC06_A,CElibani_P004_WD10_A));	((CEacutissima_trans_A,CEcastaneifolia_P002_WC06_A),(QUserrata_trans_A,CElibani_P004_WD10_A));	((CEacutissima_trans_A,CElibani_P004_WD10_A),(CEcastaneifolia_P002_WC06_A,QUserrata_trans_A));
QS71	176	4	2	((CElibani_P004_WD10_A,CEsuber_ref),(CEcastaneifolia_P002_WC06_A,CEafares_P005_WC11_A));	((CElibani_P004_WD10_A,CEcastaneifolia_P002_WC06_A),(CEsuber_ref,CEafares_P005_WC11_A));	((CElibani_P004_WD10_A,CEafares_P005_WC11_A),(CEcastaneifolia_P002_WC06_A,CEsuber_ref));
QS72	676	127	185	((CEithaburensis_P002_WE12_A,CThenryi_trans),(QUalveolata_P009_WG11_SP,LOgraciliformis_P012_WB07_SP));	((CEithaburensis_P002_WE12_A,QUalveolata_P009_WG11_SP),(CThenryi_trans,LOgraciliformis_P012_WB07_SP));	((CEithaburensis_P002_WE12_A,LOgraciliformis_P012_WB07_SP),(QUalveolata_P009_WG11_SP,CThenryi_trans));
QS73	842	68	90	((LOnigra_trans_A,CYasymmetrica_P014_WG01_A),(QUperpallida_P009_WB08_A,PRpalmeri_P002_WC12_A));	((LOnigra_trans_A,QUperpallida_P009_WB08_A),(CYasymmetrica_P014_WG01_A,PRpalmeri_P002_WC12_A));	((LOnigra_trans_A,PRpalmeri_P002_WC12_A),(QUperpallida_P009_WB08_A,CYasymmetrica_P014_WG01_A));
QS74	866	109	24	((PRcedrosensis_trans_A,CEcerris_trans_A),(QUoocarpa_P009_WH03_A,POsadleriana_P009_WD05_A));	((PRcedrosensis_trans_A,QUoocarpa_P009_WH03_A),(CEcerris_trans_A,POsadleriana_P009_WD05_A));	((PRcedrosensis_trans_A,POsadleriana_P009_WD05_A),(QUoocarpa_P009_WH03_A,CEcerris_trans_A));
QS75	797	155	38	((POpontica_P002_WC09_A,CEafares_P005_WC11_A),(QUopaca_P022_WG04_A,VIvirginiana_trans_A));	((POpontica_P002_WC09_A,QUopaca_P022_WG04_A),(CEafares_P005_WC11_A,VIvirginiana_trans_A));	((POpontica_P002_WC09_A,VIvirginiana_trans_A),(QUopaca_P022_WG04_A,CEafares_P005_WC11_A));
