id,node_label,freq0,qc,qd,qi,qf,qdsig,diff,num_replicates,notes,qf_rank,sect
283,LOpaxtalensis_P009_WG08_SNP,NA,NA,NA,NA,0.508537491,NA,NA,2694,,top20,LO
284,LOphellos_trans_A,NA,NA,NA,NA,0.593243243,NA,NA,2960,,NA,LO
285,LOpinnativenulosa_P009_WB07_A,NA,NA,NA,NA,0.490626247,NA,NA,2507,,top10,LO
286,LOradiata_P011_WE09_A,NA,NA,NA,NA,0.568005638,NA,NA,2838,,NA,LO
287,LOrapurahuensis_P011_WG12_SS,NA,NA,NA,NA,0.530453698,NA,NA,3218,,NA,LO
288,LOrugulosa_P003_WG04_SS,NA,NA,NA,NA,0.527737752,NA,NA,2776,,NA,LO
289,LOsalicifolia_F001_WD01_A,NA,NA,NA,NA,0.537806177,NA,NA,2817,,NA,LO
290,LOsartorii_P009_WG10_ANP,NA,NA,NA,NA,0.536471434,NA,NA,2783,,NA,LO
291,LOshumardii_trans_A,NA,NA,NA,NA,0.746461151,NA,NA,3179,,NA,LO
292,LOtardifolia_P011_WG06_A,NA,NA,NA,NA,0.587225275,NA,NA,2912,,NA,LO
293,LOtonduzii_P017_WB02_ANP,NA,NA,NA,NA,0.579935465,NA,NA,3409,,NA,LO
294,LOtridens_P004_WE06_SS,NA,NA,NA,NA,0.646010187,NA,NA,2356,,NA,LO
295,LOtrinitatis_P006_WH05_SP,NA,NA,NA,NA,0.571891892,NA,NA,2775,,NA,LO
296,LOtristis_P009_WG12_SP,NA,NA,NA,NA,0.502268761,NA,NA,2865,,top20,LO
297,LOuxoris_P010_WE08_A,NA,NA,NA,NA,0.478812416,NA,NA,3705,,top5,LO
298,LOvelutina_trans_A,NA,NA,NA,NA,0.731610942,NA,NA,3290,,NA,LO
299,LOvexans_P028_WF04_SP,NA,NA,NA,NA,0.514208794,NA,NA,3343,,top20,LO
300,LPannamensis_P001_WB08,NA,NA,NA,NA,0.839616175,NA,NA,2918,,NA,OT
301,LPcraibianus_P001_WB11,NA,NA,NA,NA,0.815996503,NA,NA,2288,,NA,OT
302,LPhenryi_P020_WA08,NA,NA,NA,NA,0.815857886,NA,NA,2308,,NA,OT
303,NNcarmenensis_P026_WC01_A,NA,NA,NA,NA,0.569847856,NA,NA,2892,,NA,QU
304,NNflocculenta_P018_WA07_A,NA,NA,NA,NA,0.654482759,NA,NA,2900,,NA,LO
305,NNhinckleyi_P010_WC07_A,NA,NA,NA,NA,0.528296383,NA,NA,3428,,NA,QU
306,NNliaoi_P002_WF06_A,NA,NA,NA,NA,0.722427087,NA,NA,2983,,NA,CY
307,NNlowilliamsii_P017_WB01_SP,NA,NA,NA,NA,0.567181926,NA,NA,3364,,NA,LO
308,NNmichauxii_trans_A,NA,NA,NA,NA,0.558327933,NA,NA,3086,,NA,QU
309,NNmiyagii_P004_WE12_A,NA,NA,NA,NA,0.535453216,NA,NA,2736,,NA,CY
310,NNmulleri_P017_WA12_SNS,NA,NA,NA,NA,0.57210488,NA,NA,2746,,NA,LO
311,NNsanchezcolinii_P003_WG03_AHN,NA,NA,NA,NA,0.588761964,NA,NA,3239,,NA,QU
312,NNtinkhamii_P003_WG02_A,NA,NA,NA,NA,0.537485242,NA,NA,3388,,NA,QU
313,NNwelshii_P002_WD02_A,NA,NA,NA,NA,0.627604167,NA,NA,3072,,NA,QU
314,POpontica_P002_WC09_A,NA,NA,NA,NA,0.797610682,NA,NA,2846,,NA,PO
315,POsadleriana_P009_WD05_A,NA,NA,NA,NA,0.817170664,NA,NA,2877,,NA,PO
316,PRcedrosensis_trans_A,NA,NA,NA,NA,0.613109906,NA,NA,2029,,NA,PR
317,PRchrysolepis_trans_A,NA,NA,NA,NA,0.6705,NA,NA,2000,,NA,PR
318,PRpalmeri_P002_WC12_A,NA,NA,NA,NA,0.702008929,NA,NA,2688,,NA,PR
319,PRvaccinifolia_P005_WB06_A,NA,NA,NA,NA,0.737030411,NA,NA,2236,,NA,PR
320,QUajoensis_P011_WH01_A,NA,NA,NA,NA,0.475495916,NA,NA,3428,,top5,QU
321,QUalba_trans_A,NA,NA,NA,NA,0.545752706,NA,NA,3049,,NA,QU
322,QUaliena_trans_A,NA,NA,NA,NA,0.619219944,NA,NA,2487,,NA,QU
323,QUalveolata_P009_WG11_SP,NA,NA,NA,NA,0.592751236,NA,NA,3035,,NA,QU
324,QUbicolor_trans_A,NA,NA,NA,NA,0.625287356,NA,NA,2610,,NA,QU
325,QUboyntonii_trans_A,NA,NA,NA,NA,0.587927318,NA,NA,3247,,NA,QU
326,QUcanariensis_P002_WC10_A,NA,NA,NA,NA,0.635676016,NA,NA,3173,,NA,QU
327,QUcentralis_P011_WE01_SP,NA,NA,NA,NA,0.629901179,NA,NA,3137,,NA,QU
328,QUcongesta_P017_WB04_A,NA,NA,NA,NA,0.551955307,NA,NA,2685,,NA,QU
329,QUcorrugata_P009_WF07_SP,NA,NA,NA,NA,0.60765391,NA,NA,3005,,NA,QU
330,QUdentata_trans_A,NA,NA,NA,NA,0.693128753,NA,NA,2998,,NA,QU
331,QUdouglasii_P004_WD11_A,NA,NA,NA,NA,0.691130122,NA,NA,2221,,NA,QU
332,QUdumosa_P010_WC12_A,NA,NA,NA,NA,0.648599819,NA,NA,2214,,NA,QU
333,QUexcelsa_P010_WE07_SP,NA,NA,NA,NA,0.629801325,NA,NA,3020,,NA,QU
334,QUfrainetto_trans_A,NA,NA,NA,NA,0.576524741,NA,NA,2607,,NA,QU
335,QUgambelii_P010_WC11_A,NA,NA,NA,NA,0.732301613,NA,NA,3037,,NA,QU
336,QUgarryana_trans_A,NA,NA,NA,NA,0.49751089,NA,NA,3214,,top20,QU
337,QUgreggii_trans_A,NA,NA,NA,NA,0.555315204,NA,NA,3236,,NA,QU
338,QUhartwissiana_P002_WC08_A,NA,NA,NA,NA,0.58571974,NA,NA,2619,,NA,QU
339,QUhavardii_P010_WE01_A,NA,NA,NA,NA,0.674744415,NA,NA,2641,,NA,QU
340,QUinfectoria_trans_A,NA,NA,NA,NA,0.576367781,NA,NA,2632,,NA,QU
341,QUlaceyi_P011_WF09_A,NA,NA,NA,NA,0.568655438,NA,NA,3503,,NA,QU
342,QUlobata_P010_WE03_A,NA,NA,NA,NA,0.654398233,NA,NA,2717,,NA,QU
343,QUlusitanica_P017_WB10_SNU,NA,NA,NA,NA,0.647676162,NA,NA,2668,,NA,QU
344,QUlyrata_trans_A,NA,NA,NA,NA,0.619175972,NA,NA,2597,,NA,QU
345,QUmacrocarpa_trans_A,NA,NA,NA,NA,0.644128114,NA,NA,2810,,NA,QU
346,QUmargarettae_P019_WE01_SNS,NA,NA,NA,NA,0.57161402,NA,NA,2311,,NA,QU
347,QUmartinezii_P011_WF12_A,NA,NA,NA,NA,0.597297297,NA,NA,2960,,NA,QU
348,QUmontana_trans_A,NA,NA,NA,NA,0.595385481,NA,NA,3554,,NA,QU
349,QUmuehlenbergii_trans_A,NA,NA,NA,NA,0.668870192,NA,NA,3328,,NA,QU
350,QUoglethorpensis_P008_WF03_A,NA,NA,NA,NA,0.63536379,NA,NA,2364,,NA,QU
351,QUoocarpa_P009_WH03_A,NA,NA,NA,NA,0.64500165,NA,NA,3031,,NA,QU
352,QUopaca_P022_WG04_A,NA,NA,NA,NA,0.534883721,NA,NA,3354,,NA,QU
353,QUpauciloba_P019_WD01_SHP,NA,NA,NA,NA,0.730563003,NA,NA,2984,,NA,QU
354,QUperpallida_P009_WB08_A,NA,NA,NA,NA,0.552870091,NA,NA,2979,,NA,QU
355,QUpetraea_trans_A,NA,NA,NA,NA,0.638625205,NA,NA,3055,,NA,QU
356,QUpilicaulis_P017_WB03_SP,NA,NA,NA,NA,0.595848948,NA,NA,3469,,NA,QU
357,QUprinoides_P008_WF02_A,NA,NA,NA,NA,0.525876461,NA,NA,2995,,NA,QU
358,QUprinopsis_P003_WG05_SP,NA,NA,NA,NA,0.550619835,NA,NA,2904,,NA,QU
359,QUpubescens_P011_WF08_A,NA,NA,NA,NA,0.627899587,NA,NA,3147,,NA,QU
360,QUpyrenaica_P009_WB11_A,NA,NA,NA,NA,0.620493359,NA,NA,2635,,NA,QU
361,QUrobur_ref,NA,NA,NA,NA,0.585658663,NA,NA,3082,,NA,QU
362,QUschenkiana_P004_WE05_SP,NA,NA,NA,NA,0.516365861,NA,NA,3269,,top20,QU
363,QUserrata_trans_A,NA,NA,NA,NA,0.610237807,NA,NA,2481,,NA,QU
364,QUsimilis_P009_WD03_A,NA,NA,NA,NA,0.641158668,NA,NA,2313,,NA,QU
365,QUsinuata_P002_WD03_A,NA,NA,NA,NA,0.65805169,NA,NA,3018,,NA,QU
366,QUstellata_trans_A,NA,NA,NA,NA,0.57230959,NA,NA,3243,,NA,QU
367,QUtoxicodendrifolia_P010_WD05_ANP,NA,NA,NA,NA,0.63649635,NA,NA,3425,,NA,QU
368,QUtransmontana_P010_WB11_SP,NA,NA,NA,NA,0.555555556,NA,NA,3123,,NA,QU
369,QUvaseyana_P002_WC11_A,NA,NA,NA,NA,0.560315284,NA,NA,2918,,NA,QU
370,QUverde_P028_WF03_A,NA,NA,NA,NA,0.602776939,NA,NA,3313,,NA,QU
371,TRdoichangensis_trans,NA,NA,NA,NA,0.856840194,NA,NA,3304,,NA,OT
372,VIbrandegeei_P005_WG07_A,NA,NA,NA,NA,0.852743363,NA,NA,2825,,NA,VI
373,VIvirginiana_trans_A,NA,NA,NA,NA,0.792203272,NA,NA,2873,,NA,VI
